System,Type,RA(deg),Dec(deg),Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Teff,err,err,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup,errdn,loggA,errup,errdn,rho_A,errup,errdn,e,errup,errdown,a(AU),errup,errdown,M_b,errup,errdn,R_b,errup,errdn,g_b,errup,errdn,rho_b,errup,errdn,Teq,err,err,Lambda,err,err,Psi,err,err
Kepler-024d,KTEP,290.41325,38.34375,15.10,13.37,0.1227,0.02,2454970.06411,0.00680,4.244384,0.000053,5897,219,219,-0.37,0.10,0.10,0.953,0.11,0.14,1.289,0.291,0.291,4.200,0.150,0.150,0.628,0.423,0.423,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.149,0.035,0.035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-024e,KTEP,290.41325,38.34375,15.10,13.37,0.1235,0.05,2454977.74357,0.00555,18.998355,0.000157,5897,219,219,-0.37,0.10,0.10,0.953,0.11,0.14,1.289,0.291,0.291,4.200,0.150,0.150,0.628,0.423,0.423,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.248,0.057,0.057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-026d,KTEP,284.94096,46.56653,16.00,12.63,0.0838,0.04,2454969.25903,0.00253,3.543919,0.000015,4486,116,116,-0.21,0.10,0.10,0.641,-1,-1,0.571,0.027,0.027,4.733,0.200,0.200,4.859,0.445,0.445,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.095,0.005,0.005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-026e,KTEP,284.94096,46.56653,16.00,12.63,0.0868,0.15,2454969.74318,0.00224,46.827915,0.000173,4486,116,116,-0.21,0.10,0.10,0.641,-1,-1,0.571,0.027,0.027,4.733,0.200,0.200,4.859,0.445,0.445,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.215,0.013,0.013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-027b,KTEP,292.23675,41.08589,16.06,14.11,0.1476,0.30,2455007.00037,0.00101,15.335381,0.000028,5399,84,84,0.41,0.07,0.07,1.000,-1,-1,0.890,0.037,0.037,4.540,0.200,0.200,2.002,0.207,0.207,-1,-1,-1,0.118,-1,-1,0.0,9.11,0.0,0.423,0.019,0.019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-027c,KTEP,292.23675,41.08589,16.06,14.11,0.1913,0.50,2454986.43252,0.00085,31.330229,0.000046,5399,84,84,0.41,0.07,0.07,1.000,-1,-1,0.890,0.037,0.037,4.540,0.200,0.200,2.002,0.207,0.207,-1,-1,-1,0.191,-1,-1,0.0,13.8,0.0,0.550,0.023,0.023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-028b,KTEP,292.13704,42.42942,15.38,12.71,0.1015,0.09,2455005.18443,0.00103,5.912252,0.000011,4633,100,100,0.05,0.10,0.10,0.725,-1,-1,0.666,0.034,0.034,4.652,0.150,0.150,3.463,0.396,0.396,-1,-1,-1,0.062,-1,-1,0.0,1.51,0.0,0.182,0.015,0.015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-028c,KTEP,292.13704,42.42942,15.38,12.71,0.1231,0.08,2455008.68153,0.00153,8.985849,0.000025,4633,100,100,0.05,0.10,0.10,0.725,-1,-1,0.666,0.034,0.034,4.652,0.150,0.150,3.463,0.396,0.396,-1,-1,-1,0.081,-1,-1,0.0,1.36,0.0,0.165,0.010,0.010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-033b,KTEP,289.07754,46.00522,14.12,12.59,0.2004,0.01,2454964.88832,0.00655,5.668083,0.000073,5904,78,78,0.15,0.07,0.07,1.291,0.082,0.082,1.817,0.178,0.178,4.009,0.060,0.060,0.288,0.066,0.066,0.0,-1,-1,0.0677,0.0014,0.0014,-1,-1,-1,0.147,0.016,0.016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-033c,KTEP,289.07754,46.00522,14.12,12.59,0.2820,0.03,2454976.67569,0.00385,13.175615,0.000086,5904,78,78,0.15,0.07,0.07,1.291,0.082,0.082,1.817,0.178,0.178,4.009,0.060,0.060,0.288,0.066,0.066,0.0,-1,-1,0.1189,0.0025,0.0025,-1,-1,-1,0.297,0.031,0.031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-033d,KTEP,289.07754,46.00522,14.12,12.59,0.3291,0.08,2455022.63699,0.00152,21.775763,0.000059,5904,78,78,0.15,0.07,0.07,1.291,0.082,0.082,1.817,0.178,0.178,4.009,0.060,0.060,0.288,0.066,0.066,0.0,-1,-1,0.1662,0.0035,0.0035,-1,-1,-1,0.458,0.045,0.045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-033e,KTEP,289.07754,46.00522,14.12,12.59,0.3852,0.04,2454968.86536,0.00415,31.784915,0.000221,5904,78,78,0.15,0.07,0.07,1.291,0.082,0.082,1.817,0.178,0.178,4.009,0.060,0.060,0.288,0.066,0.066,0.0,-1,-1,0.2138,0.0045,0.0045,-1,-1,-1,0.395,0.045,0.045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-033f,KTEP,289.07754,46.00522,14.12,12.59,0.4502,0.06,2455005.58250,0.00444,41.027949,0.000286,5904,78,78,0.15,0.07,0.07,1.291,0.082,0.082,1.817,0.178,0.178,4.009,0.060,0.060,0.288,0.066,0.066,0.0,-1,-1,0.2535,0.0054,0.0054,-1,-1,-1,0.469,0.048,0.048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-049b,KTEP,292.29458,40.59178,15.81,12.38,0.1053,0.18,2455003.28587,0.00064,7.203871,0.000008,4252,100,100,-0.12,0.10,0.10,0.607,0.06,0.06,0.559,0.021,0.021,4.727,0.150,0.150,4.904,0.364,0.364,-1,-1,-1,0.0593,0.0023,0.0023,0.0,0.028,0.0,0.210,0.008,0.008,-1,-1,-1,-1,-1,-1,495,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-049c,KTEP,292.29458,40.59178,15.81,12.38,0.0892,0.14,2455002.85183,0.00108,10.912732,0.000021,4252,100,100,-0.12,0.10,0.10,0.607,0.06,0.06,0.559,0.021,0.021,4.727,0.150,0.150,4.904,0.364,0.364,-1,-1,-1,0.0782,0.0030,0.0030,0.0,0.021,0.0,0.184,0.008,0.008,-1,-1,-1,-1,-1,-1,431,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-049d,KTEP,292.29458,40.59178,15.81,12.38,0.0665,0.08,2455005.12932,0.00066,2.576549,0.000003,4252,100,100,-0.12,0.10,0.10,0.607,0.06,0.06,0.559,0.021,0.021,4.727,0.150,0.150,4.904,0.364,0.364,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.143,0.006,0.006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-049e,KTEP,292.29458,40.59178,15.81,12.38,0.0902,0.08,2454974.26415,0.00242,18.596108,0.000079,4252,100,100,-0.12,0.10,0.10,0.607,0.06,0.06,0.559,0.021,0.021,4.727,0.150,0.150,4.904,0.364,0.364,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.139,0.007,0.007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-052b,KTEP,286.73804,49.97575,15.57,12.36,0.1018,0.13,2455009.37608,0.00136,7.877407,0.000020,4263,100,100,-0.15,0.10,0.10,0.602,-1,-1,0.556,0.021,0.021,4.729,0.150,0.150,4.943,0.377,0.377,-1,-1,-1,0.0637,0.0027,0.0027,0.0,0.280,0.0,0.209,0.020,0.020,-1,-1,-1,-1,-1,-1,499,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-052c,KTEP,286.73804,49.97575,15.57,12.36,0.1270,0.10,2455005.72794,0.00283,16.384888,0.000080,4263,100,100,-0.15,0.10,0.10,0.602,-1,-1,0.556,0.021,0.021,4.729,0.150,0.150,4.943,0.377,0.377,-1,-1,-1,0.1038,0.0044,0.0044,0.0,0.118,0.0,0.153,0.007,0.007,-1,-1,-1,-1,-1,-1,390,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-052d,KTEP,286.73804,49.97575,15.57,12.36,0.1730,0.10,2454984.60115,0.00388,36.445171,0.000253,4263,100,100,-0.15,0.10,0.10,0.602,-1,-1,0.556,0.021,0.021,4.729,0.150,0.150,4.943,0.377,0.377,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.174,0.019,0.019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-053b,KTEP,290.46175,40.56247,15.55,13.80,0.1796,0.09,2455007.77505,0.00241,18.649113,0.000087,6085,200,200,-0.20,0.50,0.50,1.052,-1,-1,0.958,0.466,0.466,4.498,0.300,0.300,1.688,0.501,0.501,-1,-1,-1,-1,-1,-1,0.0,0.264,0.0,0.251,0.122,0.122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-053c,KTEP,290.46175,40.56247,15.55,13.80,0.2417,0.10,2454996.84167,0.00462,38.558585,0.000249,6085,200,200,-0.20,0.50,0.50,1.052,-1,-1,0.958,0.466,0.466,4.498,0.300,0.300,1.688,0.501,0.501,-1,-1,-1,-1,-1,-1,0.0,0.076,0.0,0.333,0.164,0.164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-053d,KTEP,290.46175,40.56247,15.55,13.80,0.1746,0.04,2454971.78520,0.00430,9.751962,0.000077,6085,200,200,-0.20,0.50,0.50,1.052,-1,-1,0.958,0.466,0.466,4.498,0.300,0.300,1.688,0.501,0.501,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.189,0.094,0.094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-054b,KTEP,294.77392,43.05631,16.55,12.64,0.1196,0.11,2455003.22823,0.00206,8.010260,0.000030,4252,100,100,-0.16,0.10,0.10,0.600,-1,-1,0.554,0.021,0.021,4.730,0.150,0.150,4.983,0.379,0.379,-1,-1,-1,-1,-1,-1,0.0,0.92,0.0,0.185,0.011,0.011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-054c,KTEP,294.77392,43.05631,16.55,12.64,0.1802,0.07,2454976.43325,0.00623,12.072389,0.000100,4252,100,100,-0.16,0.10,0.10,0.600,-1,-1,0.554,0.021,0.021,4.730,0.150,0.150,4.983,0.379,0.379,-1,-1,-1,-1,-1,-1,0.0,0.37,0.0,0.156,0.011,0.011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-054d,KTEP,294.77392,43.05631,16.55,12.64,0.1124,0.07,2454985.31995,0.00390,20.995694,0.000143,4252,100,100,-0.16,0.10,0.10,0.600,-1,-1,0.554,0.021,0.021,4.730,0.150,0.150,4.983,0.379,0.379,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.136,0.007,0.007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-055b,KTEP,285.16833,44.02647,16.16,13.28,0.1506,0.13,2455011.75691,0.00309,27.953314,0.000176,4503,100,100,-0.04,0.10,0.10,0.676,-1,-1,0.619,0.028,0.028,4.684,0.150,0.150,4.019,0.395,0.395,-1,-1,-1,-1,-1,-1,0.0,1.49,0.0,0.193,0.011,0.011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-055c,KTEP,285.16833,44.02647,16.16,13.28,0.2146,0.12,2454972.03223,0.00360,42.142596,0.000268,4503,100,100,-0.04,0.10,0.10,0.676,-1,-1,0.619,0.028,0.028,4.684,0.150,0.150,4.019,0.395,0.395,-1,-1,-1,-1,-1,-1,0.0,1.11,0.0,0.185,0.010,0.010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-055d,KTEP,285.16833,44.02647,16.16,13.28,0.0685,0.07,2455003.14912,0.00091,2.211099,0.000004,4503,100,100,-0.04,0.10,0.10,0.676,-1,-1,0.619,0.028,0.028,4.684,0.150,0.150,4.019,0.395,0.395,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.142,0.008,0.008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-055e,KTEP,285.16833,44.02647,16.16,13.28,0.0888,0.05,2454968.04254,0.00224,4.617534,0.000021,4503,100,100,-0.04,0.10,0.10,0.676,-1,-1,0.619,0.028,0.028,4.684,0.150,0.150,4.019,0.395,0.395,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.138,0.021,0.021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-055f,KTEP,285.16833,44.02647,16.16,13.28,0.0905,0.07,2454970.91714,0.00265,10.198545,0.000045,4503,100,100,-0.04,0.10,0.10,0.676,-1,-1,0.619,0.028,0.028,4.684,0.150,0.150,4.019,0.395,0.395,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.142,0.009,0.009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-057b,KTEP,293.64129,44.65703,15.01,12.89,0.0440,0.09,2454971.55826,0.00077,5.729329,0.000007,5328,200,200,-0.04,0.50,0.50,0.874,-1,-1,0.773,0.251,0.251,4.604,0.300,0.300,2.670,0.879,0.879,-1,-1,-1,-1,-1,-1,0.0,0.315,0.0,0.219,0.071,0.071,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-057c,KTEP,293.64129,44.65703,15.01,12.89,0.0720,0.06,2454966.99407,0.00162,11.609074,0.000031,5328,200,200,-0.04,0.50,0.50,0.874,-1,-1,0.773,0.251,0.251,4.604,0.300,0.300,2.670,0.879,0.879,-1,-1,-1,-1,-1,-1,0.0,0.017,0.0,0.165,0.054,0.054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-058b,KTEP,296.35867,39.11519,14.98,13.28,0.1676,0.05,2454969.86912,0.00539,10.218558,0.000077,6099,200,200,-0.12,0.50,0.50,1.088,-1,-1,1.127,0.526,0.526,4.372,0.300,0.300,1.072,0.391,0.391,-1,-1,-1,-1,-1,-1,0.0,0.086,0.0,0.252,0.120,0.120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-058c,KTEP,296.35867,39.11519,14.98,13.28,0.1597,0.06,2454965.43209,0.00660,15.57416,0.00027,6099,200,200,-0.12,0.50,0.50,1.088,-1,-1,1.127,0.526,0.526,4.372,0.300,0.300,1.072,0.391,0.391,-1,-1,-1,-1,-1,-1,0.0,0.129,0.0,0.237,0.181,0.181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-058d,KTEP,296.35867,39.11519,14.98,13.28,0.2268,0.05,2454965.71799,0.00903,40.101371,0.000612,6099,200,200,-0.12,0.50,0.50,1.088,-1,-1,1.127,0.526,0.526,4.372,0.300,0.300,1.072,0.391,0.391,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.262,0.125,0.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-059b,KTEP,287.03950,46.64014,14.42,12.92,0.2031,0.01,2454970.71391,0.00442,11.869455,0.000089,6307,200,200,-0.25,0.50,0.50,1.091,-1,-1,1.011,0.499,0.499,4.468,0.300,0.300,1.490,0.445,0.445,-1,-1,-1,-1,-1,-1,0.0,2.05,0.0,0.111,0.054,0.054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-059c,KTEP,287.03950,46.64014,14.42,12.92,0.1745,0.03,2454980.75468,0.00378,17.976811,0.000115,6307,200,200,-0.25,0.50,0.50,1.091,-1,-1,1.011,0.499,0.499,4.468,0.300,0.300,1.490,0.445,0.445,-1,-1,-1,-1,-1,-1,0.0,1.37,0.0,0.154,0.077,0.077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-081b,KTEP,293.63696,42.82497,15.43,12.39,0.1054,0.14,2455003.95628,0.00077,5.954880,0.000008,4500,116,116,-0.18,0.10,0.10,0.639,-1,-1,0.595,0.029,0.029,4.696,0.200,0.200,4.282,0.437,0.437,-1,-1,-1,0.0522,0.0022,0.0022,0.0,0.406,0.0,0.224,0.018,0.018,-1,-1,-1,-1,-1,-1,541,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-081c,KTEP,293.63696,42.82497,15.43,12.39,0.1124,0.12,2455014.22292,0.00112,12.039956,0.000025,4500,116,116,-0.18,0.10,0.10,0.639,-1,-1,0.595,0.029,0.029,4.696,0.200,0.200,4.282,0.437,0.437,-1,-1,-1,0.0835,0.0035,0.0035,0.0,0.026,0.0,0.179,0.010,0.010,-1,-1,-1,-1,-1,-1,428,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-081d,KTEP,293.63696,42.82497,15.43,12.39,0.1071,0.04,2454965.07963,0.00533,20.837846,0.000181,4500,116,116,-0.18,0.10,0.10,0.639,-1,-1,0.595,0.029,0.029,4.696,0.200,0.200,4.282,0.437,0.437,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.108,0.024,0.024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-083b,KTEP,282.23250,43.66564,16.29,12.94,0.1045,0.20,2455008.71237,0.00127,9.770469,0.000022,4648,116,116,-0.25,0.12,0.12,0.670,-1,-1,0.594,0.033,0.033,4.718,0.200,0.200,4.514,0.473,0.473,-1,-1,-1,0.0730,0.0028,0.0028,0.0,0.836,0.0,0.226,0.014,0.014,-1,-1,-1,-1,-1,-1,540,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-083c,KTEP,282.23250,43.66564,16.29,12.94,0.1543,0.15,2454980.97543,0.00308,20.090227,0.000102,4648,116,116,-0.25,0.12,0.12,0.670,-1,-1,0.594,0.033,0.033,4.718,0.200,0.200,4.514,0.473,0.473,-1,-1,-1,0.1180,0.0046,0.0046,0.0,0.058,0.0,0.205,0.031,0.031,-1,-1,-1,-1,-1,-1,664,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-083d,KTEP,282.23250,43.66564,16.29,12.94,0.0901,0.11,2455005.63100,0.00170,5.169796,0.000016,4648,116,116,-0.25,0.12,0.12,0.670,-1,-1,0.594,0.033,0.033,4.718,0.200,0.200,4.514,0.473,0.473,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.173,0.012,0.012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-084b,KTEP,298.25204,40.49608,14.94,13.19,0.1769,0.04,2454971.76937,0.00301,8.725818,0.000045,6031,143,143,-0.18,0.10,0.10,1.033,-1,-1,1.169,0.219,0.219,4.323,0.150,0.150,0.912,0.413,0.413,-1,-1,-1,0.085,-1,-1,0.0,0.30,0.0,0.220,0.042,0.042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-084c,KTEP,298.25204,40.49608,14.94,13.19,0.1900,0.05,2454968.19024,0.00474,12.882779,0.000091,6031,143,143,-0.18,0.10,0.10,1.033,-1,-1,1.169,0.219,0.219,4.323,0.150,0.150,0.912,0.413,0.413,-1,-1,-1,0.110,-1,-1,0.0,2.12,0.0,0.246,0.053,0.053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-084d,KTEP,298.25204,40.49608,14.94,13.19,0.1322,0.01,2454968.43327,0.00594,4.224537,0.000042,6031,143,143,-0.18,0.10,0.10,1.033,-1,-1,1.169,0.219,0.219,4.323,0.150,0.150,0.912,0.413,0.413,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.123,0.024,0.024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-084e,KTEP,298.25204,40.49608,14.94,13.19,0.2134,0.05,2454978.12540,0.00408,27.434389,0.000224,6031,143,143,-0.18,0.10,0.10,1.033,-1,-1,1.169,0.219,0.219,4.323,0.150,0.150,0.912,0.413,0.413,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.232,0.044,0.044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-084f,KTEP,298.25204,40.49608,14.94,13.19,0.2442,0.03,2454993.29097,0.01186,44.552169,0.000812,6031,143,143,-0.18,0.10,0.10,1.033,-1,-1,1.169,0.219,0.219,4.323,0.150,0.150,0.912,0.413,0.413,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.196,0.038,0.038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-085b,KTEP,290.97342,45.29033,14.96,13.08,0.1497,0.04,2454972.72803,0.00328,8.305738,0.000050,5436,100,100,-0.03,0.10,0.10,0.902,-1,-1,0.893,0.130,0.130,4.494,0.150,0.150,1.788,0.468,0.468,-1,-1,-1,0.0789,-1,-1,0.0,0.047,0.0,0.164,0.030,0.030,-1,-1,-1,-1,-1,-1,814,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-085c,KTEP,290.97342,45.29033,14.96,13.08,0.1877,0.04,2454972.43988,0.00415,12.512598,0.000088,5436,100,100,-0.03,0.10,0.10,0.902,-1,-1,0.893,0.130,0.130,4.494,0.150,0.150,1.788,0.468,0.468,-1,-1,-1,0.1037,-1,-1,0.0,0.060,0.0,0.203,0.037,0.037,-1,-1,-1,-1,-1,-1,712,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-085d,KTEP,290.97342,45.29033,14.96,13.08,0.1879,0.02,2454968.53773,0.00950,17.913230,0.000266,5436,100,100,-0.03,0.10,0.10,0.902,-1,-1,0.893,0.130,0.130,4.494,0.150,0.150,1.788,0.468,0.468,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.107,0.017,0.017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-085e,KTEP,290.97342,45.29033,14.96,13.08,0.1701,0.02,2454985.68815,0.01695,25.216751,0.000718,5436,100,100,-0.03,0.10,0.10,0.902,-1,-1,0.893,0.130,0.130,4.494,0.150,0.150,1.788,0.468,0.468,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.113,0.018,0.018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-092b,KTEP,289.08604,41.56294,12.00,10.40,0.2520,0.04,2455012.27996,0.00081,13.748790,0.000019,5871,94,94,0.17,0.11,0.11,1.21,0.08,0.08,1.61,0.70,0.05,4.05,0.01,0.01,0.28,0.08,0.08,0.48,0.17,0.12,0.118,0.003,0.003,0.0,0.162,0.0,0.321,0.018,0.018,-1,-1,-1,-1,-1,-1,990,58,58,-999,-999,-999,-999,-999,-999
Kepler-092c,KTEP,289.08604,41.56294,12.00,10.40,0.3655,0.02,2454980.93386,0.00272,26.723332,0.000127,5871,94,94,0.17,0.11,0.11,1.21,0.08,0.08,1.61,0.70,0.05,4.05,0.01,0.01,0.28,0.08,0.08,0.87,0.03,0.66,0.183,0.006,0.006,0.0,0.089,0.0,0.240,0.020,0.020,-1,-1,-1,-1,-1,-1,784,48,48,-999,-999,-999,-999,-999,-999
Kepler-092d,KTEP,289.08604,41.56294,12.00,10.40,0.4802,0.01,2454967.29189,0.00809,49.356676,0.000593,5871,94,94,0.17,0.11,0.11,1.21,0.08,0.08,1.61,0.70,0.05,4.05,0.01,0.01,0.28,0.08,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.201,0.015,0.015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-104b,KTEP,287.60463,42.16678,12.71,11.20,0.1902,0.05,2454970.61305,0.00077,11.427548,0.000015,5711,74,74,-0.55,0.07,0.07,0.844,-1,-1,1.349,0.223,0.223,4.105,0.100,0.100,0.485,0.355,0.355,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.277,0.047,0.047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-104c,KTEP,287.60463,42.16678,12.71,11.20,0.2447,0.05,2454965.71597,0.00134,23.668205,0.000056,5711,74,74,-0.55,0.07,0.07,0.844,-1,-1,1.349,0.223,0.223,4.105,0.100,0.100,0.485,0.355,0.355,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.279,0.049,0.049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-104d,KTEP,287.60463,42.16678,12.71,11.20,0.3110,0.06,2455104.08611,0.00164,51.755394,0.000160,5711,74,74,-0.55,0.07,0.07,0.844,-1,-1,1.349,0.223,0.223,4.105,0.100,0.100,0.485,0.355,0.355,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.319,0.054,0.054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-105b,KTEP,287.88733,46.27625,12.88,11.50,0.1171,0.06,2454966.14249,0.00042,5.412200,0.000004,5873,100,100,-0.19,0.10,0.10,0.972,-1,-1,1.160,0.245,0.245,4.305,0.150,0.150,0.879,0.471,0.471,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.254,0.054,0.054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-110b,KTEP,292.92912,48.60281,13.04,11.62,0.1565,0.03,2454970.12296,0.00166,12.691112,0.000036,5960,153,153,-0.19,0.10,0.10,1.000,-1,-1,1.149,0.228,0.228,4.327,0.150,0.150,0.930,0.434,0.434,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.163,0.032,0.032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-110c,KTEP,292.92912,48.60281,13.04,11.62,0.2010,0.04,2454975.82056,0.00177,31.719775,0.000104,5960,153,153,-0.19,0.10,0.10,1.000,-1,-1,1.149,0.228,0.228,4.327,0.150,0.150,0.930,0.434,0.434,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.197,0.039,0.039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-111b,KTEP,291.65317,44.68828,13.60,12.11,0.1154,0.02,2454974.35574,0.00106,3.341815,0.000006,5952,74,74,0.28,0.07,0.07,1.160,-1,-1,1.157,0.143,0.143,4.377,0.100,0.100,1.057,0.253,0.253,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.141,0.018,0.018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-112b,KTEP,296.98100,43.20975,13.95,12.15,0.1452,0.08,2454967.00620,0.00069,8.408878,0.000010,5544,148,148,-0.42,0.10,0.10,0.817,-1,-1,0.841,0.203,0.203,4.506,0.150,0.150,1.939,0.700,0.700,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.211,0.051,0.051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
